label;label;value
brandy;Object_GI;1.0
brandy;Food_GI;1.0
brandy;Negative_NRC;1.0
brandy;pleasantness_SENTICNET;1.0
brandy;attention_SENTICNET;1.0
brandy;sensitivity_SENTICNET;1.0
brandy;aptitude_SENTICNET;1.0
brandy;polarity_SENTICNET;1.0
brash;Negative_HULIU;1.0
brashly;Negative_HULIU;1.0
brashness;Negative_HULIU;1.0
brass;Object_GI;1.0
brass;Tool_GI;1.0
brass;Wltoth_Lasswell;1.0
brass;Wlttot_Lasswell;1.0
brat;Negativ_GI;1.0
brat;Vice_GI;1.0
brat;Indadj_GI;1.0
brat;Negative_HULIU;1.0
brat;pleasantness_SENTICNET;1.0
brat;attention_SENTICNET;1.0
brat;sensitivity_SENTICNET;1.0
brat;aptitude_SENTICNET;1.0
brat;polarity_SENTICNET;1.0
bravado;Negativ_GI;1.0
bravado;Strong_GI;1.0
bravado;Power_GI;1.0
bravado;Negative_NRC;1.0
bravado;Negative_HULIU;1.0
brave;Positiv_GI;1.0
brave;Pstv_GI;1.0
brave;Strong_GI;1.0
brave;Power_GI;1.0
brave;Virtue_GI;1.0
brave;Eval_GI;1.0
brave;Rcethic_Lasswell;1.0
brave;Rctot_Lasswell;1.0
brave;Positive_HULIU;1.0
brave;pleasantness_SENTICNET;1.0
brave;attention_SENTICNET;1.0
brave;sensitivity_SENTICNET;1.0
brave;aptitude_SENTICNET;1.0
brave;polarity_SENTICNET;1.0
brave;Valence_ANEW;2.15
brave;Arousal_ANEW;1.15
brave;Dominance_ANEW;2.22
brave;Posemo_LIWC;1.0
brave;Affect_LIWC;1.0
braved;Posemo_LIWC;1.0
braved;Affect_LIWC;1.0
bravely;Posemo_LIWC;1.0
bravely;Affect_LIWC;1.0
braveness;Posemo_LIWC;1.0
braveness;Affect_LIWC;1.0
bravenesses;Posemo_LIWC;1.0
bravenesses;Affect_LIWC;1.0
braver;Posemo_LIWC;1.0
braver;Affect_LIWC;1.0
braver;Verbs_LIWC;1.0
braveries;Posemo_LIWC;1.0
braveries;Affect_LIWC;1.0
bravery;Positiv_GI;1.0
bravery;Strong_GI;1.0
bravery;Power_GI;1.0
bravery;Virtue_GI;1.0
bravery;Rcethic_Lasswell;1.0
bravery;Rctot_Lasswell;1.0
bravery;Positive_NRC;1.0
bravery;Positive_HULIU;1.0
bravery;pleasantness_SENTICNET;1.0
bravery;attention_SENTICNET;1.0
bravery;sensitivity_SENTICNET;1.0
bravery;aptitude_SENTICNET;1.0
bravery;polarity_SENTICNET;1.0
bravery;Posemo_LIWC;1.0
bravery;Affect_LIWC;1.0
braves;Posemo_LIWC;1.0
braves;Affect_LIWC;1.0
braves;Verbs_LIWC;1.0
braves;Present_LIWC;1.0
bravest;Posemo_LIWC;1.0
bravest;Affect_LIWC;1.0
bravo;Positive_HULIU;1.0
bravo;Valence_ANEW;0.559999942779541
bravo;Arousal_ANEW;-0.449999809265137
bravo;Dominance_ANEW;-0.300000190734863
bravo;Affect_LIWC;1.0
bravo;Posemo_LIWC;1.0
bravo;Achiev_LIWC;1.0
bravo;Assent_LIWC;1.0
brawl;Negativ_GI;1.0
brawl;Hostile_GI;1.0
brawl;Active_GI;1.0
brawl;Socrel_GI;1.0
brawl;Exert_GI;1.0
brawl;Iav_GI;1.0
brawl;Anger_NRC;1.0
brawl;Disgust_NRC;1.0
brawl;Fear_NRC;1.0
brawl;Negative_NRC;1.0
brazen;Negativ_GI;1.0
brazen;Strong_GI;1.0
brazen;Power_GI;1.0
brazen;Indadj_GI;1.0
brazen;Anger_NRC;1.0
brazen;Negative_NRC;1.0
brazen;Negative_HULIU;1.0
brazenly;Negative_HULIU;1.0
brazenness;Negative_HULIU;1.0
brazil;Nation_Lasswell;1.0
breach;Negativ_GI;1.0
breach;Ngtv_GI;1.0
breach;Hostile_GI;1.0
breach;Strong_GI;1.0
breach;Active_GI;1.0
breach;Socrel_GI;1.0
breach;Iav_GI;1.0
breach;Rcgain_Lasswell;1.0
breach;Rctot_Lasswell;1.0
breach;Negative_NRC;1.0
breach;Negative_HULIU;1.0
bread;Object_GI;1.0
bread;Food_GI;1.0
bread;Wltoth_Lasswell;1.0
bread;Wlttot_Lasswell;1.0
bread;Ingest_LIWC;1.0
bread;Bio_LIWC;1.0
breadth;Space_LIWC;1.0
breadth;Relativ_LIWC;1.0
breadwinner;Positiv_GI;1.0
breadwinner;Econ_2_GI;1.0
breadwinner;Role_GI;1.0
breadwinner;Work_GI;1.0
breadwinner;Hu_GI;1.0
break;Negativ_GI;1.0
break;Ngtv_GI;1.0
break;Hostile_GI;1.0
break;Strong_GI;1.0
break;Weak_GI;1.0
break;Active_GI;1.0
break;Passive_GI;1.0
break;Legal_GI;1.0
break;Socrel_GI;1.0
break;Comform_GI;1.0
break;Fail_GI;1.0
break;Exert_GI;1.0
break;Time_2_GI;1.0
break;Iav_GI;1.0
break;Dav_GI;1.0
break;Powcon_Lasswell;1.0
break;Powtot_Lasswell;1.0
break;Rcgain_Lasswell;1.0
break;Rctot_Lasswell;1.0
break;Enlgain_Lasswell;1.0
break;Enltot_Lasswell;1.0
break;Trnloss_Lasswell;1.0
break;Surprise_NRC;1.0
break;Negative_HULIU;1.0
break;pleasantness_SENTICNET;1.0
break;attention_SENTICNET;1.0
break;sensitivity_SENTICNET;1.0
break;aptitude_SENTICNET;1.0
break;polarity_SENTICNET;1.0
break;Relativ_LIWC;1.0
break;Time_LIWC;1.0
breakable;pleasantness_SENTICNET;1.0
breakable;attention_SENTICNET;1.0
breakable;sensitivity_SENTICNET;1.0
breakable;aptitude_SENTICNET;1.0
breakable;polarity_SENTICNET;1.0
breakdown;Negativ_GI;1.0
breakdown;Weak_GI;1.0
breakdown;Passive_GI;1.0
breakdown;Fail_GI;1.0
breakdown;Iav_GI;1.0
breakdown;Powcon_Lasswell;1.0
breakdown;Powtot_Lasswell;1.0
breakdown;Negative_NRC;1.0
breakdown;Negative_HULIU;1.0
breaker;Place_GI;1.0
breaker;Aquatic_GI;1.0
breakfast;Object_GI;1.0
breakfast;Food_GI;1.0
breakfast;Positive_NRC;1.0
breakfast;Ingest_LIWC;1.0
breakfast;Bio_LIWC;1.0
breakfasted;Ingest_LIWC;1.0
breakfasted;Bio_LIWC;1.0
breakfasting;Ingest_LIWC;1.0
breakfasting;Bio_LIWC;1.0
breakfasts;Ingest_LIWC;1.0
breakfasts;Bio_LIWC;1.0
breaking;Negative_HULIU;1.0
breakneck;Negative_NRC;1.0
breaks;Negative_HULIU;1.0
breakthrough;Positive_HULIU;1.0
breakthroughs;Positive_HULIU;1.0
breakup;Negative_NRC;1.0
breakup;Sadness_NRC;1.0
breakup;Negative_HULIU;1.0
breakups;Negative_HULIU;1.0
breast;Female_GI;1.0
breast;Bodypt_GI;1.0
breast;Wlbphys_Lasswell;1.0
breast;Wlbtot_Lasswell;1.0
breast;Valence_ANEW;1.5
breast;Arousal_ANEW;0.37
breast;Dominance_ANEW;0.39
breast;Sexual_LIWC;1.0
breast;Body_LIWC;1.0
breast;Bio_LIWC;1.0
breastbone;Sexual_LIWC;1.0
breastbone;Body_LIWC;1.0
breastbone;Bio_LIWC;1.0
breastbones;Sexual_LIWC;1.0
breastbones;Body_LIWC;1.0
breastbones;Bio_LIWC;1.0
breasted;Sexual_LIWC;1.0
breasted;Body_LIWC;1.0
breasted;Bio_LIWC;1.0
breasting;Sexual_LIWC;1.0
breasting;Body_LIWC;1.0
breasting;Bio_LIWC;1.0
breastplate;Sexual_LIWC;1.0
breastplate;Body_LIWC;1.0
breastplate;Bio_LIWC;1.0
breastplates;Sexual_LIWC;1.0
breastplates;Body_LIWC;1.0
breastplates;Bio_LIWC;1.0
breasts;Sexual_LIWC;1.0
breasts;Body_LIWC;1.0
breasts;Bio_LIWC;1.0
breaststroke;Sexual_LIWC;1.0
breaststroke;Body_LIWC;1.0
breaststroke;Bio_LIWC;1.0
breaststrokes;Sexual_LIWC;1.0
breaststrokes;Body_LIWC;1.0
breaststrokes;Bio_LIWC;1.0
breastwork;Sexual_LIWC;1.0
breastwork;Body_LIWC;1.0
breastwork;Bio_LIWC;1.0
breastworks;Sexual_LIWC;1.0
breastworks;Body_LIWC;1.0
breastworks;Bio_LIWC;1.0
breath;Natrpro_GI;1.0
breath;Dav_GI;1.0
breath;Wlbphys_Lasswell;1.0
breath;Wlbtot_Lasswell;1.0
breath;pleasantness_SENTICNET;1.0
breath;attention_SENTICNET;1.0
breath;sensitivity_SENTICNET;1.0
breath;aptitude_SENTICNET;1.0
breath;polarity_SENTICNET;1.0
breath;Body_LIWC;1.0
breath;Bio_LIWC;1.0
breathable;Body_LIWC;1.0
breathable;Bio_LIWC;1.0
breathalyze;Body_LIWC;1.0
breathalyze;Bio_LIWC;1.0
breathalyzed;Body_LIWC;1.0
breathalyzed;Bio_LIWC;1.0
breathalyzer;Body_LIWC;1.0
breathalyzer;Bio_LIWC;1.0
breathalyzes;Body_LIWC;1.0
breathalyzes;Bio_LIWC;1.0
breathalyzing;Body_LIWC;1.0
breathalyzing;Bio_LIWC;1.0
breathe;Body_LIWC;1.0
breathe;Bio_LIWC;1.0
breathed;Body_LIWC;1.0
breathed;Bio_LIWC;1.0
breather;Body_LIWC;1.0
breather;Bio_LIWC;1.0
breathers;Body_LIWC;1.0
breathers;Bio_LIWC;1.0
breathes;Body_LIWC;1.0
breathes;Bio_LIWC;1.0
breathier;Body_LIWC;1.0
breathier;Bio_LIWC;1.0
breathiest;Body_LIWC;1.0
breathiest;Bio_LIWC;1.0
breathing;Body_LIWC;1.0
breathing;Bio_LIWC;1.0
breathings;Body_LIWC;1.0
breathings;Bio_LIWC;1.0
breathless;Body_LIWC;1.0
breathless;Bio_LIWC;1.0
breathlessly;Body_LIWC;1.0
breathlessly;Bio_LIWC;1.0
breathlessness;Positive_HULIU;1.0
breathlessness;pleasantness_SENTICNET;1.0
breathlessness;attention_SENTICNET;1.0
breathlessness;sensitivity_SENTICNET;1.0
breathlessness;aptitude_SENTICNET;1.0
breathlessness;polarity_SENTICNET;1.0
breathlessness;Body_LIWC;1.0
breathlessness;Bio_LIWC;1.0
breathlessnesses;Body_LIWC;1.0
breathlessnesses;Bio_LIWC;1.0
breaths;Body_LIWC;1.0
breaths;Bio_LIWC;1.0
breathtaking;Positive_HULIU;1.0
breathtaking;Body_LIWC;1.0
breathtaking;Bio_LIWC;1.0
breathtakingly;Positive_HULIU;1.0
breathtakingly;Body_LIWC;1.0
breathtakingly;Bio_LIWC;1.0
breathy;Body_LIWC;1.0
breathy;Bio_LIWC;1.0
breed;Active_GI;1.0
breed;Natrpro_GI;1.0
breed;Begin_GI;1.0
breed;Dav_GI;1.0
breed;Wlbphys_Lasswell;1.0
breed;Wlbtot_Lasswell;1.0
breed;formlw_Lasswell;1.0
breed;pleasantness_SENTICNET;1.0
breed;attention_SENTICNET;1.0
breed;sensitivity_SENTICNET;1.0
breed;aptitude_SENTICNET;1.0
breed;polarity_SENTICNET;1.0
breed;Valence_ANEW;-0.949999809265137
breed;Arousal_ANEW;-1.45000004768372
breed;Dominance_ANEW;-0.28000020980835
breeze;Place_GI;1.0
breeze;Sky_GI;1.0
breeze;Positive_HULIU;1.0
breeze;pleasantness_SENTICNET;1.0
breeze;attention_SENTICNET;1.0
breeze;sensitivity_SENTICNET;1.0
breeze;aptitude_SENTICNET;1.0
breeze;polarity_SENTICNET;1.0
breeze;Valence_ANEW;1.85
breeze;Arousal_ANEW;-0.63
breeze;Dominance_ANEW;0.54
breezy;pleasantness_SENTICNET;1.0
breezy;attention_SENTICNET;1.0
breezy;sensitivity_SENTICNET;1.0
breezy;aptitude_SENTICNET;1.0
breezy;polarity_SENTICNET;1.0
bribe;Negativ_GI;1.0
bribe;Vice_GI;1.0
bribe;Econ_2_GI;1.0
bribe;Iav_GI;1.0
bribe;Negative_NRC;1.0
bribe;pleasantness_SENTICNET;1.0
bribe;attention_SENTICNET;1.0
bribe;sensitivity_SENTICNET;1.0
bribe;aptitude_SENTICNET;1.0
bribe;polarity_SENTICNET;1.0
bribery;Disgust_NRC;1.0
bribery;Negative_NRC;1.0
bribery;Negative_HULIU;1.0
bridal;Anticipation_NRC;1.0
bridal;Joy_NRC;1.0
bridal;Positive_NRC;1.0
bridal;Trust_NRC;1.0
bride;Affil_GI;1.0
bride;Role_GI;1.0
bride;Kin_2_GI;1.0
bride;Female_GI;1.0
bride;Hu_GI;1.0
bride;Affpt_Lasswell;1.0
bride;Afftot_Lasswell;1.0
bride;Anticipation_NRC;1.0
bride;Joy_NRC;1.0
bride;Positive_NRC;1.0
bride;Trust_NRC;1.0
bride;Valence_ANEW;2.34
bride;Arousal_ANEW;0.55
bride;Dominance_ANEW;0.74
bride;CogMech_LIWC;1.0
bride;Inhib_LIWC;1.0
bridegroom;Anticipation_NRC;1.0
bridegroom;Joy_NRC;1.0
bridegroom;Positive_NRC;1.0
bridegroom;Trust_NRC;1.0
bridesmaid;Joy_NRC;1.0
bridesmaid;Positive_NRC;1.0
bridesmaid;Trust_NRC;1.0
bridesmaid;pleasantness_SENTICNET;1.0
bridesmaid;attention_SENTICNET;1.0
bridesmaid;sensitivity_SENTICNET;1.0
bridesmaid;aptitude_SENTICNET;1.0
bridesmaid;polarity_SENTICNET;1.0
bridge;Strong_GI;1.0
bridge;Exprsv_GI;1.0
bridge;Ritual_GI;1.0
bridge;Place_GI;1.0
bridge;Route_GI;1.0
bridge;Com_GI;1.0
bridge;Space_GI;1.0
bridge;Iav_GI;1.0
bridge;Skloth_Lasswell;1.0
bridge;Skltot_Lasswell;1.0
bridge;pleasantness_SENTICNET;1.0
bridge;attention_SENTICNET;1.0
bridge;sensitivity_SENTICNET;1.0
bridge;aptitude_SENTICNET;1.0
bridge;polarity_SENTICNET;1.0
bridle;Inhib_LIWC;1.0
bridle;CogMech_LIWC;1.0
bridled;Inhib_LIWC;1.0
bridled;CogMech_LIWC;1.0
bridles;Inhib_LIWC;1.0
bridles;CogMech_LIWC;1.0
brief;Undrst_GI;1.0
brief;Time_2_GI;1.0
brief;Dim_GI;1.0
brief;Timespc_Lasswell;1.0
brief;pleasantness_SENTICNET;1.0
brief;attention_SENTICNET;1.0
brief;sensitivity_SENTICNET;1.0
brief;aptitude_SENTICNET;1.0
brief;polarity_SENTICNET;1.0
brief;Motion_LIWC;1.0
brief;Relativ_LIWC;1.0
brief;Valence_ANEW;-0.480000019073486
brief;Arousal_ANEW;-1.77999997138977
brief;Dominance_ANEW;-1.23000001907349
briefcase;Motion_LIWC;1.0
briefcase;Relativ_LIWC;1.0
briefcases;Motion_LIWC;1.0
briefcases;Relativ_LIWC;1.0
briefed;Motion_LIWC;1.0
briefed;Relativ_LIWC;1.0
briefer;Motion_LIWC;1.0
briefer;Relativ_LIWC;1.0
briefest;Motion_LIWC;1.0
briefest;Relativ_LIWC;1.0
briefing;Motion_LIWC;1.0
briefing;Relativ_LIWC;1.0
briefings;Motion_LIWC;1.0
briefings;Relativ_LIWC;1.0
briefly;Motion_LIWC;1.0
briefly;Relativ_LIWC;1.0
briefness;Motion_LIWC;1.0
briefness;Relativ_LIWC;1.0
briefnesses;Motion_LIWC;1.0
briefnesses;Relativ_LIWC;1.0
briefs;Motion_LIWC;1.0
briefs;Relativ_LIWC;1.0
brigade;Fear_NRC;1.0
brigade;Negative_NRC;1.0
bright;Positiv_GI;1.0
bright;Pstv_GI;1.0
bright;Eval_GI;1.0
bright;Quality_GI;1.0
bright;Posaff_Lasswell;1.0
bright;Positive_HULIU;1.0
bright;pleasantness_SENTICNET;1.0
bright;attention_SENTICNET;1.0
bright;sensitivity_SENTICNET;1.0
bright;aptitude_SENTICNET;1.0
bright;polarity_SENTICNET;1.0
bright;Valence_ANEW;2.5
bright;Arousal_ANEW;0.4
bright;Dominance_ANEW;1.34
bright;See_LIWC;1.0
bright;Percept_LIWC;1.0
bright;Posemo_LIWC;1.0
bright;Affect_LIWC;1.0
brighten;Joy_NRC;1.0
brighten;Positive_NRC;1.0
brighten;Surprise_NRC;1.0
brighten;Trust_NRC;1.0
brighten;Positive_HULIU;1.0
brighten;See_LIWC;1.0
brighten;Percept_LIWC;1.0
brighten;Posemo_LIWC;1.0
brighten;Affect_LIWC;1.0
brightened;See_LIWC;1.0
brightened;Percept_LIWC;1.0
brightened;Posemo_LIWC;1.0
brightened;Affect_LIWC;1.0
brightener;See_LIWC;1.0
brightener;Percept_LIWC;1.0
brightener;Posemo_LIWC;1.0
brightener;Affect_LIWC;1.0
brighteners;See_LIWC;1.0
brighteners;Percept_LIWC;1.0
brighteners;Posemo_LIWC;1.0
brighteners;Affect_LIWC;1.0
brightening;See_LIWC;1.0
brightening;Percept_LIWC;1.0
brightening;Posemo_LIWC;1.0
brightening;Affect_LIWC;1.0
brightens;See_LIWC;1.0
brightens;Percept_LIWC;1.0
brightens;Posemo_LIWC;1.0
brightens;Affect_LIWC;1.0
brighter;Positive_HULIU;1.0
brighter;See_LIWC;1.0
brighter;Percept_LIWC;1.0
brighter;Posemo_LIWC;1.0
brighter;Affect_LIWC;1.0
brightest;Positive_HULIU;1.0
brightest;See_LIWC;1.0
brightest;Percept_LIWC;1.0
brightest;Posemo_LIWC;1.0
brightest;Affect_LIWC;1.0
brightly;See_LIWC;1.0
brightly;Percept_LIWC;1.0
brightly;Posemo_LIWC;1.0
brightly;Affect_LIWC;1.0
brightness;Positiv_GI;1.0
brightness;Pstv_GI;1.0
brightness;Quality_GI;1.0
brightness;Positive_NRC;1.0
brightness;pleasantness_SENTICNET;1.0
brightness;attention_SENTICNET;1.0
brightness;sensitivity_SENTICNET;1.0
brightness;aptitude_SENTICNET;1.0
brightness;polarity_SENTICNET;1.0
brightness;See_LIWC;1.0
brightness;Percept_LIWC;1.0
brightness;Posemo_LIWC;1.0
brightness;Affect_LIWC;1.0
brightnesses;See_LIWC;1.0
brightnesses;Percept_LIWC;1.0
brightnesses;Posemo_LIWC;1.0
brightnesses;Affect_LIWC;1.0
brighton;See_LIWC;1.0
brighton;Percept_LIWC;1.0
brighton;Posemo_LIWC;1.0
brighton;Affect_LIWC;1.0
brights;See_LIWC;1.0
brights;Percept_LIWC;1.0
brights;Posemo_LIWC;1.0
brights;Affect_LIWC;1.0
brilliance;Positiv_GI;1.0
brilliance;Pstv_GI;1.0
brilliance;Quality_GI;1.0
brilliance;Positive_HULIU;1.0
brilliance;Posemo_LIWC;1.0
brilliance;Affect_LIWC;1.0
brilliances;Positive_HULIU;1.0
brilliances;Posemo_LIWC;1.0
brilliances;Affect_LIWC;1.0
brilliancies;Posemo_LIWC;1.0
brilliancies;Affect_LIWC;1.0
brilliancy;Posemo_LIWC;1.0
brilliancy;Affect_LIWC;1.0
brilliant;Positiv_GI;1.0
brilliant;Pstv_GI;1.0
brilliant;Ovrst_GI;1.0
brilliant;Eval_GI;1.0
brilliant;Quality_GI;1.0
brilliant;Posaff_Lasswell;1.0
brilliant;Anticipation_NRC;1.0
brilliant;Joy_NRC;1.0
brilliant;Positive_NRC;1.0
brilliant;Trust_NRC;1.0
brilliant;Positive_HULIU;1.0
brilliant;pleasantness_SENTICNET;1.0
brilliant;attention_SENTICNET;1.0
brilliant;sensitivity_SENTICNET;1.0
brilliant;aptitude_SENTICNET;1.0
brilliant;polarity_SENTICNET;1.0
brilliant;Posemo_LIWC;1.0
brilliant;Affect_LIWC;1.0
brilliantine;Posemo_LIWC;1.0
brilliantine;Affect_LIWC;1.0
brilliantines;Posemo_LIWC;1.0
brilliantines;Affect_LIWC;1.0
brilliantly;Positive_HULIU;1.0
brilliantly;Posemo_LIWC;1.0
brilliantly;Affect_LIWC;1.0
brilliants;Posemo_LIWC;1.0
brilliants;Affect_LIWC;1.0
brim;pleasantness_SENTICNET;1.0
brim;attention_SENTICNET;1.0
brim;sensitivity_SENTICNET;1.0
brim;aptitude_SENTICNET;1.0
brim;polarity_SENTICNET;1.0
brimstone;Anger_NRC;1.0
brimstone;Fear_NRC;1.0
brimstone;Negative_NRC;1.0
brimstone;Negative_HULIU;1.0
brine;pleasantness_SENTICNET;1.0
brine;attention_SENTICNET;1.0
brine;sensitivity_SENTICNET;1.0
brine;aptitude_SENTICNET;1.0
brine;polarity_SENTICNET;1.0
bring;Affil_GI;1.0
bring;Power_GI;1.0
bring;Active_GI;1.0
bring;Socrel_GI;1.0
bring;Comform_GI;1.0
bring;Try_GI;1.0
bring;Complet_GI;1.0
bring;Fetch_GI;1.0
bring;Solve_GI;1.0
bring;Iav_GI;1.0
bring;Dav_GI;1.0
bring;Powends_Lasswell;1.0
bring;Powtot_Lasswell;1.0
bring;Enlgain_Lasswell;1.0
bring;Enltot_Lasswell;1.0
bring;Tranlw_Lasswell;1.0
bring;pleasantness_SENTICNET;1.0
bring;attention_SENTICNET;1.0
bring;sensitivity_SENTICNET;1.0
bring;aptitude_SENTICNET;1.0
bring;polarity_SENTICNET;1.0
bring;Motion_LIWC;1.0
bring;Present_LIWC;1.0
bring;Verbs_LIWC;1.0
bring;Relativ_LIWC;1.0
bringing;Motion_LIWC;1.0
bringing;Relativ_LIWC;1.0
brings;Present_LIWC;1.0
brings;Motion_LIWC;1.0
brings;Verbs_LIWC;1.0
brings;Relativ_LIWC;1.0
brink;Space_LIWC;1.0
brink;Relativ_LIWC;1.0
brisk;Positive_HULIU;1.0
brisket;pleasantness_SENTICNET;1.0
brisket;attention_SENTICNET;1.0
brisket;sensitivity_SENTICNET;1.0
brisket;aptitude_SENTICNET;1.0
brisket;polarity_SENTICNET;1.0
bristle;Negativ_GI;1.0
bristle;Hostile_GI;1.0
bristle;Passive_GI;1.0
bristle;Arousal_GI;1.0
bristle;Emot_GI;1.0
bristle;Iav_GI;1.0
bristle;Negative_NRC;1.0
bristle;Negative_HULIU;1.0
britain;Econ_GI;1.0
britain;Polit_GI;1.0
britain;Name_GI;1.0
britain;Nation_Lasswell;1.0
british;Econ_GI;1.0
british;Polit_GI;1.0
british;Name_GI;1.0
british;Nation_Lasswell;1.0
brittle;Negativ_GI;1.0
brittle;Weak_GI;1.0
brittle;Indadj_GI;1.0
brittle;Negative_HULIU;1.0
brittle;pleasantness_SENTICNET;1.0
brittle;attention_SENTICNET;1.0
brittle;sensitivity_SENTICNET;1.0
brittle;aptitude_SENTICNET;1.0
brittle;polarity_SENTICNET;1.0
bro;Family_LIWC;1.0
bro;Social_LIWC;1.0
broad;Strong_GI;1.0
broad;Space_GI;1.0
broad;Dim_GI;1.0
broad;Timespc_Lasswell;1.0
broad;pleasantness_SENTICNET;1.0
broad;attention_SENTICNET;1.0
broad;sensitivity_SENTICNET;1.0
broad;aptitude_SENTICNET;1.0
broad;polarity_SENTICNET;1.0
broad;Space_LIWC;1.0
broad;Relativ_LIWC;1.0
broadband;Space_LIWC;1.0
broadband;Relativ_LIWC;1.0
broadbands;Space_LIWC;1.0
broadbands;Relativ_LIWC;1.0
broadcast;Comform_GI;1.0
broadcast;Com_GI;1.0
broadcast;Iav_GI;1.0
broadcast;Enloth_Lasswell;1.0
broadcast;Enltot_Lasswell;1.0
broadcast;formlw_Lasswell;1.0
broadcast;Space_LIWC;1.0
broadcast;Relativ_LIWC;1.0
broadcasted;Space_LIWC;1.0
broadcasted;Relativ_LIWC;1.0
broadcaster;Space_LIWC;1.0
broadcaster;Relativ_LIWC;1.0
broadcasters;Space_LIWC;1.0
broadcasters;Relativ_LIWC;1.0
broadcasting;Space_LIWC;1.0
broadcasting;Relativ_LIWC;1.0
broadcastings;Space_LIWC;1.0
broadcastings;Relativ_LIWC;1.0
broadcasts;Space_LIWC;1.0
broadcasts;Relativ_LIWC;1.0
broadcloth;Space_LIWC;1.0
broadcloth;Relativ_LIWC;1.0
broadcloths;Space_LIWC;1.0
broadcloths;Relativ_LIWC;1.0
broaden;Strong_GI;1.0
broaden;Increas_GI;1.0
broaden;Iav_GI;1.0
broaden;Timespc_Lasswell;1.0
broaden;Space_LIWC;1.0
broaden;Relativ_LIWC;1.0
broadened;Space_LIWC;1.0
broadened;Relativ_LIWC;1.0
broadener;Space_LIWC;1.0
broadener;Relativ_LIWC;1.0
broadening;Space_LIWC;1.0
broadening;Relativ_LIWC;1.0
broadens;Space_LIWC;1.0
broadens;Relativ_LIWC;1.0
broader;Space_LIWC;1.0
broader;Relativ_LIWC;1.0
broadest;Space_LIWC;1.0
broadest;Relativ_LIWC;1.0
broadloom;Space_LIWC;1.0
broadloom;Relativ_LIWC;1.0
broadlooms;Space_LIWC;1.0
broadlooms;Relativ_LIWC;1.0
broadly;Space_LIWC;1.0
broadly;Relativ_LIWC;1.0
broadminded;Space_LIWC;1.0
broadminded;Relativ_LIWC;1.0
broadness;Strong_GI;1.0
broadness;Space_GI;1.0
broadness;Space_LIWC;1.0
broadness;Relativ_LIWC;1.0
broadnesses;Space_LIWC;1.0
broadnesses;Relativ_LIWC;1.0
broads;Space_LIWC;1.0
broads;Relativ_LIWC;1.0
broadsheet;Space_LIWC;1.0
broadsheet;Relativ_LIWC;1.0
broadsheets;Space_LIWC;1.0
broadsheets;Relativ_LIWC;1.0
broadside;Anticipation_NRC;1.0
broadside;Negative_NRC;1.0
broadside;Space_LIWC;1.0
broadside;Relativ_LIWC;1.0
broadsided;Space_LIWC;1.0
broadsided;Relativ_LIWC;1.0
broadsides;Space_LIWC;1.0
broadsides;Relativ_LIWC;1.0
broadsiding;Space_LIWC;1.0
broadsiding;Relativ_LIWC;1.0
broadsword;Space_LIWC;1.0
broadsword;Relativ_LIWC;1.0
broadswords;Space_LIWC;1.0
broadswords;Relativ_LIWC;1.0
broadtail;Space_LIWC;1.0
broadtail;Relativ_LIWC;1.0
broadway;Space_LIWC;1.0
broadway;Relativ_LIWC;1.0
brocade;Positive_NRC;1.0
broccoli;pleasantness_SENTICNET;1.0
broccoli;attention_SENTICNET;1.0
broccoli;sensitivity_SENTICNET;1.0
broccoli;aptitude_SENTICNET;1.0
broccoli;polarity_SENTICNET;1.0
broil;Anger_NRC;1.0
broil;Negative_NRC;1.0
broke;Negativ_GI;1.0
broke;Ngtv_GI;1.0
broke;Hostile_GI;1.0
broke;Strong_GI;1.0
broke;Weak_GI;1.0
broke;Active_GI;1.0
broke;Passive_GI;1.0
broke;Vice_GI;1.0
broke;Econ_2_GI;1.0
broke;Econ_GI;1.0
broke;Legal_GI;1.0
broke;Socrel_GI;1.0
broke;Comform_GI;1.0
broke;Fail_GI;1.0
broke;Begin_GI;1.0
broke;Exert_GI;1.0
broke;Iav_GI;1.0
broke;Dav_GI;1.0
broke;Rcethic_Lasswell;1.0
broke;Rctot_Lasswell;1.0
broke;Wlbloss_Lasswell;1.0
broke;Wlbtot_Lasswell;1.0
broke;Enlgain_Lasswell;1.0
broke;Enltot_Lasswell;1.0
broke;Trngain_Lasswell;1.0
broke;Trnloss_Lasswell;1.0
broke;Fear_NRC;1.0
broke;Negative_NRC;1.0
broke;Sadness_NRC;1.0
broke;Negative_HULIU;1.0
broke;Sad_LIWC;1.0
broke;Negemo_LIWC;1.0
broke;Affect_LIWC;1.0
broken;Anger_NRC;1.0
broken;Fear_NRC;1.0
broken;Negative_NRC;1.0
broken;Sadness_NRC;1.0
broken;Negative_HULIU;1.0
broken;pleasantness_SENTICNET;1.0
broken;attention_SENTICNET;1.0
broken;sensitivity_SENTICNET;1.0
broken;aptitude_SENTICNET;1.0
broken;polarity_SENTICNET;1.0
broken;Valence_ANEW;-1.95
broken;Arousal_ANEW;0.43
broken;Dominance_ANEW;-0.86
broker;Econ_2_GI;1.0
broker;Econ_GI;1.0
broker;Role_GI;1.0
broker;Hu_GI;1.0
broker;Wltpt_Lasswell;1.0
broker;Wlttot_Lasswell;1.0
broker;pleasantness_SENTICNET;1.0
broker;attention_SENTICNET;1.0
broker;sensitivity_SENTICNET;1.0
